index,station_number,datee,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,date,store_nbr,item_nbr,units
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,44,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,45,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,46,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,47,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,48,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,49,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,50,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,51,1
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,52,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,53,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,54,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,55,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,56,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,57,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,58,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,59,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,60,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,61,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,62,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,63,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,64,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,65,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,66,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,67,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,68,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,69,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,70,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,71,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,72,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,73,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,74,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,75,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,76,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,77,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,78,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,79,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,80,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,81,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,82,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,83,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,84,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,85,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,86,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,87,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,88,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,89,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,90,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,91,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,92,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,93,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,94,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,95,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,96,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,97,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,98,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,99,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,100,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,101,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,102,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,103,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,104,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,105,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,106,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,107,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,108,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,109,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,110,0
0,1,2012-01-01,52.0,31.0,42.0,0.0,36.0,40.0,23.0,0.0,0.0,0.0,RA FZFG BR,0.0,0.05,29.78,29.92,3.6,20.0,4.6,01-01-2012,1,111,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,1,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,2,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,3,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,4,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,5,191
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,6,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,7,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,8,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,9,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,10,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,11,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,12,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,13,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,14,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,15,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,16,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,17,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,18,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,19,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,20,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,21,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,22,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,23,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,24,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,25,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,26,0
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,2,27,0
