index,station_number,datee,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,date,store_nbr,item_nbr,units
10,12,2012-01-01,72.0,48.0,60.0,0.0,54.0,57.0,5.0,0.0,0.0,0.0,FG+ FG BR,0.0,0.0,30.15,30.19,4.4,25.0,4.8,01-01-2012,10,5,98
10,12,2012-01-01,72.0,48.0,60.0,0.0,54.0,57.0,5.0,0.0,0.0,0.0,FG+ FG BR,0.0,0.0,30.15,30.19,4.4,25.0,4.8,01-01-2012,10,37,32
10,12,2012-01-01,72.0,48.0,60.0,0.0,54.0,57.0,5.0,0.0,0.0,0.0,FG+ FG BR,0.0,0.0,30.15,30.19,4.4,25.0,4.8,01-01-2012,10,93,3
8,10,2012-01-01,73.0,53.0,63.0,0.0,55.0,58.0,2.0,0.0,723.0,1738.0,FG+ FG BR,0.0,0.0,30.16,30.19,5.1,24.0,5.5,01-01-2012,11,9,74
8,10,2012-01-01,73.0,53.0,63.0,0.0,55.0,58.0,2.0,0.0,723.0,1738.0,FG+ FG BR,0.0,0.0,30.16,30.19,5.1,24.0,5.5,01-01-2012,11,68,48
9,11,2012-01-01,72.0,48.0,60.0,7.0,54.0,56.0,5.0,0.0,724.0,1737.0,FG+ FG BR,0.0,0.0,30.15,30.18,4.6,23.0,4.8,01-01-2012,12,16,29
9,11,2012-01-01,72.0,48.0,60.0,7.0,54.0,56.0,5.0,0.0,724.0,1737.0,FG+ FG BR,0.0,0.0,30.15,30.18,4.6,23.0,4.8,01-01-2012,12,37,28
9,11,2012-01-01,72.0,48.0,60.0,7.0,54.0,56.0,5.0,0.0,724.0,1737.0,FG+ FG BR,0.0,0.0,30.15,30.18,4.6,23.0,4.8,01-01-2012,12,79,2
9,11,2012-01-01,72.0,48.0,60.0,7.0,54.0,56.0,5.0,0.0,724.0,1737.0,FG+ FG BR,0.0,0.0,30.15,30.18,4.6,23.0,4.8,01-01-2012,12,93,1
4,6,2012-01-01,63.0,34.0,49.0,0.0,31.0,43.0,16.0,0.0,727.0,1742.0, ,0.0,0.0,29.95,30.47,14.0,36.0,13.8,01-01-2012,13,5,77
4,6,2012-01-01,63.0,34.0,49.0,0.0,31.0,43.0,16.0,0.0,727.0,1742.0, ,0.0,0.0,29.95,30.47,14.0,36.0,13.8,01-01-2012,13,36,121
4,6,2012-01-01,63.0,34.0,49.0,0.0,31.0,43.0,16.0,0.0,727.0,1742.0, ,0.0,0.0,29.95,30.47,14.0,36.0,13.8,01-01-2012,13,46,1
14,16,2012-01-01,50.0,30.0,40.0,0.0,37.0,40.0,25.0,0.0,0.0,0.0,RA MIFG BR,0.0,0.004589201877934271,29.8,29.89,4.2,21.0,6.8,01-01-2012,14,9,8
14,16,2012-01-01,50.0,30.0,40.0,0.0,37.0,40.0,25.0,0.0,0.0,0.0,RA MIFG BR,0.0,0.004589201877934271,29.8,29.89,4.2,21.0,6.8,01-01-2012,14,50,2
14,16,2012-01-01,50.0,30.0,40.0,0.0,37.0,40.0,25.0,0.0,0.0,0.0,RA MIFG BR,0.0,0.004589201877934271,29.8,29.89,4.2,21.0,6.8,01-01-2012,14,70,2
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,15,5,64
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,15,17,2
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,15,45,108
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,15,49,2
1,2,2012-01-01,48.0,33.0,41.0,16.0,37.0,39.0,24.0,0.0,716.0,1626.0,RA,0.0,0.07,28.82,29.91,9.1,23.0,11.3,01-01-2012,16,16,25
1,2,2012-01-01,48.0,33.0,41.0,16.0,37.0,39.0,24.0,0.0,716.0,1626.0,RA,0.0,0.07,28.82,29.91,9.1,23.0,11.3,01-01-2012,16,25,187
18,20,2012-01-01,59.0,41.0,50.0,0.0,28.0,40.0,15.0,0.0,0.0,0.0, ,0.0,0.0,29.78,30.48,10.9,33.0,10.8,01-01-2012,17,9,179
18,20,2012-01-01,59.0,41.0,50.0,0.0,28.0,40.0,15.0,0.0,0.0,0.0, ,0.0,0.0,29.78,30.48,10.9,33.0,10.8,01-01-2012,17,37,85
18,20,2012-01-01,59.0,41.0,50.0,0.0,28.0,40.0,15.0,0.0,0.0,0.0, ,0.0,0.0,29.78,30.48,10.9,33.0,10.8,01-01-2012,17,48,147
15,17,2012-01-01,56.0,38.0,47.0,0.0,23.0,37.0,18.0,0.0,0.0,0.0, ,0.0,0.0,29.83,30.5,5.4,32.0,5.8,01-01-2012,18,5,18
15,17,2012-01-01,56.0,38.0,47.0,0.0,23.0,37.0,18.0,0.0,0.0,0.0, ,0.0,0.0,29.83,30.5,5.4,32.0,5.8,01-01-2012,18,37,17
13,15,2012-01-01,48.0,26.0,37.0,16.0,35.0,38.0,28.0,0.0,718.0,1621.0,RA FG+ FZFG BR,0.0,0.09,29.53,29.89,2.5,17.0,3.8,01-01-2012,19,16,21
13,15,2012-01-01,48.0,26.0,37.0,16.0,35.0,38.0,28.0,0.0,718.0,1621.0,RA FG+ FZFG BR,0.0,0.09,29.53,29.89,2.5,17.0,3.8,01-01-2012,19,83,10
5,7,2012-01-01,50.0,33.0,42.0,0.0,26.0,35.0,23.0,0.0,0.0,0.0, ,0.0,0.0,29.15,30.54,10.3,32.0,10.2,01-01-2012,20,5,165
5,7,2012-01-01,50.0,33.0,42.0,0.0,26.0,35.0,23.0,0.0,0.0,0.0, ,0.0,0.0,29.15,30.54,10.3,32.0,10.2,01-01-2012,20,41,37
5,7,2012-01-01,50.0,33.0,42.0,0.0,26.0,35.0,23.0,0.0,0.0,0.0, ,0.0,0.0,29.15,30.54,10.3,32.0,10.2,01-01-2012,20,74,5
2,3,2012-01-01,55.0,34.0,45.0,9.0,24.0,36.0,20.0,0.0,735.0,1720.0, ,0.0,0.0,29.77,30.47,9.9,31.0,10.0,01-01-2012,21,5,58
2,3,2012-01-01,55.0,34.0,45.0,9.0,24.0,36.0,20.0,0.0,735.0,1720.0, ,0.0,0.0,29.77,30.47,9.9,31.0,10.0,01-01-2012,21,44,129
8,10,2012-01-01,73.0,53.0,63.0,0.0,55.0,58.0,2.0,0.0,723.0,1738.0,FG+ FG BR,0.0,0.0,30.16,30.19,5.1,24.0,5.5,01-01-2012,22,9,37
8,10,2012-01-01,73.0,53.0,63.0,0.0,55.0,58.0,2.0,0.0,723.0,1738.0,FG+ FG BR,0.0,0.0,30.16,30.19,5.1,24.0,5.5,01-01-2012,22,68,47
8,10,2012-01-01,73.0,53.0,63.0,0.0,55.0,58.0,2.0,0.0,723.0,1738.0,FG+ FG BR,0.0,0.0,30.16,30.19,5.1,24.0,5.5,01-01-2012,22,93,3
15,17,2012-01-01,56.0,38.0,47.0,0.0,23.0,37.0,18.0,0.0,0.0,0.0, ,0.0,0.0,29.83,30.5,5.4,32.0,5.8,01-01-2012,23,5,58
15,17,2012-01-01,56.0,38.0,47.0,0.0,23.0,37.0,18.0,0.0,0.0,0.0, ,0.0,0.0,29.83,30.5,5.4,32.0,5.8,01-01-2012,23,29,1
15,17,2012-01-01,56.0,38.0,47.0,0.0,23.0,37.0,18.0,0.0,0.0,0.0, ,0.0,0.0,29.83,30.5,5.4,32.0,5.8,01-01-2012,23,45,35
7,9,2012-01-01,34.0,19.0,27.0,0.0,17.0,23.0,38.0,0.0,0.0,0.0,UP,0.0,0.004589201877934271,29.34,30.09,22.8,30.0,22.5,01-01-2012,24,6,42
7,9,2012-01-01,34.0,19.0,27.0,0.0,17.0,23.0,38.0,0.0,0.0,0.0,UP,0.0,0.004589201877934271,29.34,30.09,22.8,30.0,22.5,01-01-2012,24,43,72
7,9,2012-01-01,34.0,19.0,27.0,0.0,17.0,23.0,38.0,0.0,0.0,0.0,UP,0.0,0.004589201877934271,29.34,30.09,22.8,30.0,22.5,01-01-2012,24,60,1
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,25,9,126
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,25,45,90
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,25,81,11
15,17,2012-01-01,56.0,38.0,47.0,0.0,23.0,37.0,18.0,0.0,0.0,0.0, ,0.0,0.0,29.83,30.5,5.4,32.0,5.8,01-01-2012,26,5,64
15,17,2012-01-01,56.0,38.0,47.0,0.0,23.0,37.0,18.0,0.0,0.0,0.0, ,0.0,0.0,29.83,30.5,5.4,32.0,5.8,01-01-2012,26,45,68
8,10,2012-01-01,73.0,53.0,63.0,0.0,55.0,58.0,2.0,0.0,723.0,1738.0,FG+ FG BR,0.0,0.0,30.16,30.19,5.1,24.0,5.5,01-01-2012,27,9,26
8,10,2012-01-01,73.0,53.0,63.0,0.0,55.0,58.0,2.0,0.0,723.0,1738.0,FG+ FG BR,0.0,0.0,30.16,30.19,5.1,24.0,5.5,01-01-2012,27,68,42
8,10,2012-01-01,73.0,53.0,63.0,0.0,55.0,58.0,2.0,0.0,723.0,1738.0,FG+ FG BR,0.0,0.0,30.16,30.19,5.1,24.0,5.5,01-01-2012,27,80,1
5,7,2012-01-01,50.0,33.0,42.0,0.0,26.0,35.0,23.0,0.0,0.0,0.0, ,0.0,0.0,29.15,30.54,10.3,32.0,10.2,01-01-2012,28,5,65
5,7,2012-01-01,50.0,33.0,42.0,0.0,26.0,35.0,23.0,0.0,0.0,0.0, ,0.0,0.0,29.15,30.54,10.3,32.0,10.2,01-01-2012,28,45,68
2,3,2012-01-01,55.0,34.0,45.0,9.0,24.0,36.0,20.0,0.0,735.0,1720.0, ,0.0,0.0,29.77,30.47,9.9,31.0,10.0,01-01-2012,29,8,14
2,3,2012-01-01,55.0,34.0,45.0,9.0,24.0,36.0,20.0,0.0,735.0,1720.0, ,0.0,0.0,29.77,30.47,9.9,31.0,10.0,01-01-2012,29,41,37
2,3,2012-01-01,55.0,34.0,45.0,9.0,24.0,36.0,20.0,0.0,735.0,1720.0, ,0.0,0.0,29.77,30.47,9.9,31.0,10.0,01-01-2012,29,45,98
17,19,2012-01-01,38.0,25.0,32.0,10.0,26.0,30.0,33.0,0.0,723.0,1628.0,RA SN BR,0.5,0.12,29.06,29.79,14.6,29.0,15.6,01-01-2012,30,16,16
17,19,2012-01-01,38.0,25.0,32.0,10.0,26.0,30.0,33.0,0.0,723.0,1628.0,RA SN BR,0.5,0.12,29.06,29.79,14.6,29.0,15.6,01-01-2012,30,44,120
17,19,2012-01-01,38.0,25.0,32.0,10.0,26.0,30.0,33.0,0.0,723.0,1628.0,RA SN BR,0.5,0.12,29.06,29.79,14.6,29.0,15.6,01-01-2012,30,49,1
17,19,2012-01-01,38.0,25.0,32.0,10.0,26.0,30.0,33.0,0.0,723.0,1628.0,RA SN BR,0.5,0.12,29.06,29.79,14.6,29.0,15.6,01-01-2012,30,51,6
15,17,2012-01-01,56.0,38.0,47.0,0.0,23.0,37.0,18.0,0.0,0.0,0.0, ,0.0,0.0,29.83,30.5,5.4,32.0,5.8,01-01-2012,31,9,40
15,17,2012-01-01,56.0,38.0,47.0,0.0,23.0,37.0,18.0,0.0,0.0,0.0, ,0.0,0.0,29.83,30.5,5.4,32.0,5.8,01-01-2012,31,45,83
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,32,9,65
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,32,45,46
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,32,58,8
2,3,2012-01-01,55.0,34.0,45.0,9.0,24.0,36.0,20.0,0.0,735.0,1720.0, ,0.0,0.0,29.77,30.47,9.9,31.0,10.0,01-01-2012,33,9,169
2,3,2012-01-01,55.0,34.0,45.0,9.0,24.0,36.0,20.0,0.0,735.0,1720.0, ,0.0,0.0,29.77,30.47,9.9,31.0,10.0,01-01-2012,33,44,354
2,3,2012-01-01,55.0,34.0,45.0,9.0,24.0,36.0,20.0,0.0,735.0,1720.0, ,0.0,0.0,29.77,30.47,9.9,31.0,10.0,01-01-2012,33,85,1
2,3,2012-01-01,55.0,34.0,45.0,9.0,24.0,36.0,20.0,0.0,735.0,1720.0, ,0.0,0.0,29.77,30.47,9.9,31.0,10.0,01-01-2012,33,92,1
15,17,2012-01-01,56.0,38.0,47.0,0.0,23.0,37.0,18.0,0.0,0.0,0.0, ,0.0,0.0,29.83,30.5,5.4,32.0,5.8,01-01-2012,34,9,36
15,17,2012-01-01,56.0,38.0,47.0,0.0,23.0,37.0,18.0,0.0,0.0,0.0, ,0.0,0.0,29.83,30.5,5.4,32.0,5.8,01-01-2012,34,31,1
15,17,2012-01-01,56.0,38.0,47.0,0.0,23.0,37.0,18.0,0.0,0.0,0.0, ,0.0,0.0,29.83,30.5,5.4,32.0,5.8,01-01-2012,34,45,163
15,17,2012-01-01,56.0,38.0,47.0,0.0,23.0,37.0,18.0,0.0,0.0,0.0, ,0.0,0.0,29.83,30.5,5.4,32.0,5.8,01-01-2012,34,52,1
16,18,2012-01-01,59.0,40.0,50.0,4.0,28.0,40.0,15.0,0.0,730.0,1732.0, ,0.0,0.0,29.98,30.49,9.0,33.0,8.9,01-01-2012,36,9,41
16,18,2012-01-01,59.0,40.0,50.0,4.0,28.0,40.0,15.0,0.0,730.0,1732.0, ,0.0,0.0,29.98,30.49,9.0,33.0,8.9,01-01-2012,36,44,94
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,37,5,77
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,37,45,53
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,38,9,195
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,38,45,135
6,8,2012-01-01,66.0,45.0,40.138164251207705,0.0,34.0,46.0,1.7487922705313999,6.27826086956522,0.0,0.0,RA BR,0.0,0.0,30.05,0.0,11.0,36.0,10.9,01-01-2012,39,9,2
6,8,2012-01-01,66.0,45.0,40.138164251207705,0.0,34.0,46.0,1.7487922705313999,6.27826086956522,0.0,0.0,RA BR,0.0,0.0,30.05,0.0,11.0,36.0,10.9,01-01-2012,39,36,6
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,40,5,76
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,40,45,48
11,13,2012-01-01,38.0,18.0,28.0,0.0,12.0,21.0,37.0,0.0,0.0,0.0, ,0.0,0.0,24.6,30.59,2.5,16.0,6.1,01-01-2012,40,51,1
10,12,2012-01-01,72.0,48.0,60.0,0.0,54.0,57.0,5.0,0.0,0.0,0.0,FG+ FG BR,0.0,0.0,30.15,30.19,4.4,25.0,4.8,01-01-2012,41,16,42
10,12,2012-01-01,72.0,48.0,60.0,0.0,54.0,57.0,5.0,0.0,0.0,0.0,FG+ FG BR,0.0,0.0,30.15,30.19,4.4,25.0,4.8,01-01-2012,41,68,95
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,42,5,154
12,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,739.0,1729.0, ,0.0,0.0,29.13,30.52,11.4,32.0,11.3,01-01-2012,42,45,98
9,11,2012-01-01,72.0,48.0,60.0,7.0,54.0,56.0,5.0,0.0,724.0,1737.0,FG+ FG BR,0.0,0.0,30.15,30.18,4.6,23.0,4.8,01-01-2012,43,16,71
9,11,2012-01-01,72.0,48.0,60.0,7.0,54.0,56.0,5.0,0.0,724.0,1737.0,FG+ FG BR,0.0,0.0,30.15,30.18,4.6,23.0,4.8,01-01-2012,43,37,16
10,12,2012-01-01,72.0,48.0,60.0,0.0,54.0,57.0,5.0,0.0,0.0,0.0,FG+ FG BR,0.0,0.0,30.15,30.19,4.4,25.0,4.8,01-01-2012,44,5,26
10,12,2012-01-01,72.0,48.0,60.0,0.0,54.0,57.0,5.0,0.0,0.0,0.0,FG+ FG BR,0.0,0.0,30.15,30.19,4.4,25.0,4.8,01-01-2012,44,68,37
14,16,2012-01-01,50.0,30.0,40.0,0.0,37.0,40.0,25.0,0.0,0.0,0.0,RA MIFG BR,0.0,0.004589201877934271,29.8,29.89,4.2,21.0,6.8,01-01-2012,45,9,7
19,1,2012-01-02,50.0,31.0,41.0,0.0,26.0,35.0,24.0,0.0,0.0,0.0, ,0.0,0.01,29.44,29.62,9.8,24.0,10.3,02-01-2012,1,9,60
19,1,2012-01-02,50.0,31.0,41.0,0.0,26.0,35.0,24.0,0.0,0.0,0.0, ,0.0,0.01,29.44,29.62,9.8,24.0,10.3,02-01-2012,1,28,5
19,1,2012-01-02,50.0,31.0,41.0,0.0,26.0,35.0,24.0,0.0,0.0,0.0, ,0.0,0.01,29.44,29.62,9.8,24.0,10.3,02-01-2012,1,51,1
31,14,2012-01-02,45.0,26.0,36.0,-1.0,16.0,29.0,29.0,0.0,739.0,1729.0, ,0.0,0.0,29.21,30.65,6.3,35.0,7.4,02-01-2012,2,5,147
31,14,2012-01-02,45.0,26.0,36.0,-1.0,16.0,29.0,29.0,0.0,739.0,1729.0, ,0.0,0.0,29.21,30.65,6.3,35.0,7.4,02-01-2012,2,11,2
31,14,2012-01-02,45.0,26.0,36.0,-1.0,16.0,29.0,29.0,0.0,739.0,1729.0, ,0.0,0.0,29.21,30.65,6.3,35.0,7.4,02-01-2012,2,44,153
24,7,2012-01-02,44.0,26.0,35.0,0.0,17.0,29.0,30.0,0.0,0.0,0.0, ,0.0,0.0,29.23,30.66,5.7,34.0,6.9,02-01-2012,3,5,223
24,7,2012-01-02,44.0,26.0,35.0,0.0,17.0,29.0,30.0,0.0,0.0,0.0, ,0.0,0.0,29.23,30.66,5.7,34.0,6.9,02-01-2012,3,45,114
26,9,2012-01-02,21.0,11.0,16.0,0.0,8.0,15.0,49.0,0.0,0.0,0.0,SN UP,0.0,0.004589201877934271,29.67,30.44,14.4,32.0,14.7,02-01-2012,4,9,49
26,9,2012-01-02,21.0,11.0,16.0,0.0,8.0,15.0,49.0,0.0,0.0,0.0,SN UP,0.0,0.004589201877934271,29.67,30.44,14.4,32.0,14.7,02-01-2012,4,27,9
29,12,2012-01-02,65.0,47.0,56.0,0.0,33.0,46.0,9.0,0.0,0.0,0.0, ,0.0,0.0,30.09,30.14,11.7,30.0,12.7,02-01-2012,5,16,36
29,12,2012-01-02,65.0,47.0,56.0,0.0,33.0,46.0,9.0,0.0,0.0,0.0, ,0.0,0.0,30.09,30.14,11.7,30.0,12.7,02-01-2012,5,20,1
29,12,2012-01-02,65.0,47.0,56.0,0.0,33.0,46.0,9.0,0.0,0.0,0.0, ,0.0,0.0,30.09,30.14,11.7,30.0,12.7,02-01-2012,5,37,29
31,14,2012-01-02,45.0,26.0,36.0,-1.0,16.0,29.0,29.0,0.0,739.0,1729.0, ,0.0,0.0,29.21,30.65,6.3,35.0,7.4,02-01-2012,6,9,147
31,14,2012-01-02,45.0,26.0,36.0,-1.0,16.0,29.0,29.0,0.0,739.0,1729.0, ,0.0,0.0,29.21,30.65,6.3,35.0,7.4,02-01-2012,6,14,1
31,14,2012-01-02,45.0,26.0,36.0,-1.0,16.0,29.0,29.0,0.0,739.0,1729.0, ,0.0,0.0,29.21,30.65,6.3,35.0,7.4,02-01-2012,6,45,85
23,6,2012-01-02,60.0,30.0,45.0,-4.0,27.0,38.0,20.0,0.0,727.0,1742.0, ,0.0,0.0,30.09,30.63,9.0,1.0,9.3,02-01-2012,7,5,166
23,6,2012-01-02,60.0,30.0,45.0,-4.0,27.0,38.0,20.0,0.0,727.0,1742.0, ,0.0,0.0,30.09,30.63,9.0,1.0,9.3,02-01-2012,7,7,1
23,6,2012-01-02,60.0,30.0,45.0,-4.0,27.0,38.0,20.0,0.0,727.0,1742.0, ,0.0,0.0,30.09,30.63,9.0,1.0,9.3,02-01-2012,7,23,22
23,6,2012-01-02,60.0,30.0,45.0,-4.0,27.0,38.0,20.0,0.0,727.0,1742.0, ,0.0,0.0,30.09,30.63,9.0,1.0,9.3,02-01-2012,7,93,2
22,4,2012-01-02,60.0,37.0,49.0,-2.0,26.0,39.0,16.0,0.0,728.0,1742.0, ,0.0,0.0,29.93,30.64,3.7,36.0,4.8,02-01-2012,8,5,73
22,4,2012-01-02,60.0,37.0,49.0,-2.0,26.0,39.0,16.0,0.0,728.0,1742.0, ,0.0,0.0,29.93,30.64,3.7,36.0,4.8,02-01-2012,8,23,15
22,4,2012-01-02,60.0,37.0,49.0,-2.0,26.0,39.0,16.0,0.0,728.0,1742.0, ,0.0,0.0,29.93,30.64,3.7,36.0,4.8,02-01-2012,8,59,1
34,17,2012-01-02,45.0,22.0,34.0,0.0,10.0,28.0,31.0,0.0,0.0,0.0, ,0.0,0.0,29.96,30.66,3.7,33.0,4.8,02-01-2012,9,5,67
34,17,2012-01-02,45.0,22.0,34.0,0.0,10.0,28.0,31.0,0.0,0.0,0.0, ,0.0,0.0,29.96,30.66,3.7,33.0,4.8,02-01-2012,9,10,2
34,17,2012-01-02,45.0,22.0,34.0,0.0,10.0,28.0,31.0,0.0,0.0,0.0, ,0.0,0.0,29.96,30.66,3.7,33.0,4.8,02-01-2012,9,45,127
